measles,german_measles
jamming,spot_jamming
ugliness,enormity
abstractedness,revery
sciaenid_fish,sea_trout
sergeant,station_keeper
cheese_sauce,mornay_sauce
easement,right_of_way
humbleness,self-depreciation
method_of_accounting,review
privilege,priest-penitent_privilege
saw,whipsaw
instrument_of_torture,thumbscrew
philology,lexicology
full_general,blucher
newborn_infant,term_infant
calm,poise
coal,steam_coal
impermanency,mortality
hungriness,malnourishment
cylinder,hydraulic_brake_cylinder
parochial_school,catholic_school
carpet_beetle,black_carpet_beetle
strobile,pinecone
unorthodoxy,zurvanism
lender,shylock
tee_shirt,turtleneck
elephant's_ear,giant_taro
roller_coaster,hypercoaster
fibrosis,myelofibrosis
smith,tinsmith
intravenous_anesthetic,tribromoethanol
proffer,overture
contempt_of_court,criminal_contempt
assisted_suicide,physician-assisted_suicide
calcite,iceland_spar
matter,hard_copy
enation,burl
deepness,shallowness
citrus_fruit,citron
coral_snake,western_coral_snake
source,outsource
nephropathy,renal_insufficiency
supernaturalism,occultism
tail_fin,homocercal_fin
yank,federal
input_device,digital_scanner
dutch,taal
bandage,ligate
obstacle,water_jump
cockle,edible_cockle
insensitivity,unkindness
dermatosis,pityriasis
orchidaceous_plant,vanilla
asphyxiation,strangling
nodule,geode
cadaver,cremains
marines,usmc
eye_movement,saccade
affiliation,reaffiliation
drain,emaciate
homelessness,vagrancy
uncloudedness,distinctness
bather,surfer
sapsucker,red-breasted_sapsucker
cut_of_beef,aitchbone
yuman,yuma
trowel,pointing_trowel
ochre,yellow_ocher
country,winner's_circle
streak,winning_streak
try_square,set_square
pisser,wetter
dragon,wyvern
craftsmanship,woodcraft
sicilian,mafioso
port,small_computer_system_interface
chromosomal_aberration,sex-linked_disorder
aldose,aldohexose
bobbin,shuttle
fragment,snatch
jumping_mouse,zapus_hudsonius
ligneous_plant,bramble
chance_event,hap
west_germanic_language,frisian
hirer,old_man
promissory_note,time_note
itemisation,inventory
brittle,peanut_brittle
repeating_firearm,mauser
turning_point,blind_corner
sucrose,brain_sugar
boy,one_of_the_boys
supervising,invigilation
bargaining,holdout
bottom,streambed
transportation_company,bus_service
anticonvulsant,valproic_acid
tiger,tigress
bonito,chile_bonito
district,british_west_africa
infinite,space
alkyl,ethyl_group
quotient,proportion
want,velleity
mesentery,mesocolon
commoner,john_doe
salvation,absolution
inheritor,heir_presumptive
expo,fair
hemoprotein,myoglobin
lues_venerea,neurosyphilis
lycee,comprehensive_school
parental_quality,paternal_quality
plantsman,gardener
biochemist,enzymologist
sinking,going_under
grey,confederate_army
sulfonate,alkylbenzenesulfonate
nix,fanny_adams
crystal,piezoelectric_crystal
simple_eye,ommatidium
geologic_time,epoch
speech_pattern,drawl
herder,swineherd
judicial_decision,finding
eccentricity,oddness
lane,traffic_lane
atomic_number_27,cobalt_60
spec,network_architecture
professional_dancer,taxi_dancer
distress_signal,mayday
icebox,ice_chest
true_warbler,orthotomus_sutorius
transfer_paper,decal
bean,pole_bean
oxalate,uranyl_oxalate
mantis_crab,mantis_prawn
rib,sparerib
aluminum_oxide,alundum
social_psychology,psychodynamics
rest_day,sabbath
swimming,skin_diving
gi_hormones,motilin
author,ghostwrite
swamphen,purple_gallinule
palpitation,tremolo
plyers,slip-joint_pliers
moneyman,city_man
ratite,elephant_bird
mental_defectiveness,feeblemindedness
perversity,orneriness
covalent_bond,coordinate_bond
squirrelfish,soldierfish
holding_device,bench_vise
sanctification,consecration
telephone_book,yellow_pages
spavin,bone_spavin
dard,kashmiri
selective_amnesia,posthypnotic_amnesia
composition,paste-up
historiographer,chronicler
spectrogram,visible_speech
specializer,tree_surgeon
bubble,soap_bubble
provender,fish_meal
white_room,laminar_flow_clean_room
hormone,protirelin
grandness,stateliness
uncertainty,speculativeness
gavage,gastrogavage
rente,tontine
armament,rearmament
rod,streptobacillus
flat_coat,couch
presumption,uppishness
optimist,chiliast
mexican_swamp_cypress,tule_tree
woodwork,millwork
stupidity,vacuousness
bud,mixed_bud
split,banana_split
tramper,packer
muskogean,seminole
sling,rum_sling
french_door,french_window
tincture,arnica
shoshonian,ute
comatoseness,hepatic_coma
diesel_oil,derv
dice,six
industry_analyst,oil-industry_analyst
gathering,concentration
shastan,shasta
gall_midge,hessian_fly
chemical_bond,peptide_bond
free_kick,corner_kick
zone,separate_off
partridge,colinus_virginianus
sorrowfulness,poignancy
double-reed_instrument,crumhorn
federal_court,united_states_supreme_court
tractableness,cooperativeness
line-at-a-time_printer,drum_printer
housing_development,public_housing
remembering,retrospection
limestone,tripoli
edible_corn,popcorn
dispute,collision
hake,ling
skin_test,intradermal_test
body_weight,reporting_weight
patience,crapette
staff_officer,quartermaster_general
social_gathering,get_together
moving_ridge,white_horse
matte,sparkle_metal
tourer,tripper
ornateness,fussiness
torturer,flogger
danish_monetary_unit,krone
slovakian_monetary_unit,heller
colubrid,hypsiglena_torquata
nasal_decongestant,privine
picture_book,coloring_book
approving,reward
ketone,flavin
acquirer,procurer
dialyzer,artificial_kidney
insectivore,otter_shrew
arrow,quarrel
jean,levi's
swine,warthog
induction,hypnogenesis
dominance,sovereignty
literal_interpretation,letter
vertebrate,tetrapod
indirect_transmission,vehicle-borne_transmission
tattler,catoptrophorus_semipalmatus
pauper,starveling
monounsaturated_fatty_acid,oleic_acid
red_wine,zinfandel
business_expense,promotional_expense
connecter,yoke
sheep,black_sheep
grammatical_construction,predicator
endocrine,corpus_luteum
compunction,penitence
strand,rope_yarn
mixer,whisk
telling,warning
essence,eau_de_toilette
innocent,virgin
merrymaking,revelry
favourable_reception,appro
variable,unknown_quantity
synapsid_reptile,dimetrodon
diviner,rhabdomancer
berry,blackberry
newscast,sportscast
holograph,palimpsest
worthiness,roadworthiness
organ_stop,voix_celeste
subfamily_papilionoideae,medicago
comptroller,cost_accountant
shover,nudger
mathematics,applied_mathematics
diphenylbutyl_piperidine,pimozide
priesthood,clergy
single-reed_instrument,sax
gruel,loblolly
elementary_particle,weakly_interacting_massive_particle
roof,slate
stop,pull_up
migration,gold_rush
altimeter,hypsometer
porta,rima
cultivated_crab_apple,malus_angustifolia
storm,windstorm
taco,chicken_taco
news_conference,backgrounder
good_health,shape
fighter_pilot,dogfighter
amino_group,glucosamine
footing,toehold
body_covering,exoskeleton
shumac,skunkbush
flight,redeye_flight
manchester_terrier,toy_manchester
doctor,specialist
auto_tire,retread
boxing,bundling
mawkishness,sentimentalism
gatherer,rent_collector
panellist,jurywoman
coffin,sarcophagus
heat_engine,ice
voluntary,postlude
secretariat,united_nations_secretariat
magnifying_glass,loupe
ldl_cholesterol,oxidized_ldl_cholesterol
electric_lamp,slit_lamp
lungfish,ceratodus
axis,rotor_shaft
atom,radical
reordering,shuffling
bodily_property,physiological_property
sesamoid,kneepan
steering_system,rudder
marine_turtle,dermochelys_coriacea
communist,revisionist
portuguese_monetary_unit,conto
grainfield,wheat_field
ink,red-ink
restrainer,withholder
accent,ague
political_orientation,dovishness
wig,peruke
paper,sheet
envoy,legate
moneymaker,moneygrubber
lecture,curtain_lecture
kyrgyzstani_monetary_unit,tyiyn
odonate,damselfly
duty,countervailing_duty
regalia,crown_jewels
chlamys,falls
working_dog,husky
bridge_partner,raiser
cellular_slime_mold,dictostylium
closed_circuit,parallel_circuit
oryx,oryx_gazella
cell_division,mitosis
waxwing,bohemian_waxwing
collaborator,dancing_partner
parsnip,wild_parsnip
forward_pass,screen_pass
everlasting,xeranthemum_annuum
pope,antipope
salt,xanthate
ritual,communion
arborvitae,thujopsis_dolobrata
battleship,pocket_battleship
lacrimator,nitrochloromethane
bird_cherry,pin_cherry
freeze,quick-freeze
pedaller,unicyclist
pugilist,welterweight
fellow_feeling,empathy
systematic_desensitization,exposure_therapy
hippoboscid,sheep_ked
venetian_red,indian_red
light_microscope,ultramicroscope
line_roulette,hypocycloid
purpleness,mauve
new_world_sparrow,swamp_sparrow
monument,market_cross
numeration,sperm_count
dish_antenna,scanner
competence,proficiency
bank_loan,interbank_loan
gloxinia,sinningia_speciosa
granting_immunity,sovereign_immunity
curry,lamb_curry
meteorology,nephology
woodruff,asperula_tinctoria
motor_inn,motel
plan_of_action,itinerary
anemone_fish,amphiprion_percula
oligochaete_worm,earthworm
commissioning,mandate
earthball,smooth_earthball
fill,cement
whiting,silver_whiting
vital_sign,rate_of_respiration
columnar_epithelial_cell,spongioblast
descent,crash_dive
street_urchin,gamin
rhaeto-romance,romansh
enlisted_person,kp
alto,countertenor
muffler,dash-pot
pseudoscience,alchemy
allowance,tolerance
breech_birth,frank_breech
insurance,term_insurance
silica,silex
immunisation,sensitizing
crosspatch,fire-eater
skirt,sarong
sadism,sadomasochism
journalist,sportswriter
sycamore,platanus_wrightii
economizer,stinter
brownness,taupe
bract,involucre
brilliance,scintillation
flour,semolina
battalion,united_states_army_rangers
fish_family,family_soleidae
witch_doctor,conjure_man
reseda,reseda_luteola
physiotherapy,rehabilitation
morality,chastity
inculpation,self-incrimination
terms,valuation
lion,lionet
lithuanian_monetary_unit,centas
brent,branta_bernicla
headlight,foglamp
weapons_system,naval_weaponry
transit_line,trolley_line
polygamy,polygyny
denseness,relative_density
hyperbilirubinemia,hyperbilirubinemia_of_the_newborn
spectrum_line,fine_structure
tax_return,joint_return
pea,pisum_sativum_arvense
monoamine_neurotransmitter,intropin
dumb_show,panto
blood_group,rh-negative_blood
forest_fire_fighter,coyote
eraser,rubber_eraser
humourist,card
anger,enrage
astigmatism,keratoconus
arborescent_plant,australian_grass_tree
agar,blood_agar
pad,table_mat
acid_halide,acetyl_chloride
portico,narthex
pedestrian,wayfarer
degeneration,cataplasia
atomic_number_30,spelter
tineid_moth,tapestry_moth
pensioner,old-age_pensioner
word_of_farewell,good_night
tuck,dart
apodiform_bird,hummingbird
rise,spike
kind-heartedness,mellowness
glandular_disorder,hypothyroidism
university_student,practice_teacher
dilation,mydriasis
sap,manna
rabbet_plane,dado_plane
bombycid_moth,bombyx_mori
garden_tool,lawn_mower
woman's_clothing,top
visual_communication,graphical_record
pepper_vine,cubeb
holler,dingle
glasshouse,orangery
member,micropenis
disk_space,swap_space
judaism,reform_judaism
articular_muscle,musculus_articularis_genus
dummy,ventriloquist's_dummy
penicillin,piperacillin
protestant_church,pentecostal_religion
brown_coal,jet
cookhouse,cuddy
washout,rain-wash
diagram,graph
new_world_jay,blue_jay
excise_tax,gasoline_tax
linguistic_communication,slanguage
fertilizer,organic_fertilizer
raisin,currant
wasp,cynipid_gall_wasp
eclair,chocolate_eclair
bunk,lower
circumflex_artery,circumflex_scapular_artery
unvariedness,monotony
mud,slop
revelry,whoopee
waistcoat,bulletproof_vest
disobedience,contumacy
tussock_moth,euproctis_chrysorrhoea
diaphoresis,hyperhidrosis
hoofed_mammal,odd-toed_ungulate
mesenteric_artery,superior_mesenteric_artery
whisk_fern,skeleton_fork_fern
noun,common_noun
sphacelus,myonecrosis
bidder,preemptor
gymnastic_exercise,straddle
sinus,sinus_transversus
foxtail_grass,rough_bristlegrass
trematode,blood_fluke
natural_object,sample
star,co-star
defendant,accused
excretory_organ,kidney
scavenger,bottom-feeder
self-examination,self-analysis
hypnotic,sleeping_tablet
narcosis,nitrogen_narcosis
thallus,crustose_thallus
coreid_bug,leaf-foot_bug
curiosity,inquisitiveness
optical_device,viewer
root,cube_root
bruise,petechia
relaxant,muscle_relaxant
lipid-lowering_medication,simvastatin
folk_dancer,square_dancer
strikeout,whiff
mystic,quietist
attire,athletic_wear
flying_cat,cynocephalus_variegatus
prolapsus,urethrocele
cock,gamecock
endangered_species,queensland_lungfish
whitefish,rocky_mountain_whitefish
moss_genus,genus_sphaerocarpos
accessibility,print
presence,shadow
ganglion,basal_ganglion
kachinic,jinghpaw
public_transit,mass_rapid_transit
penutian,yokuts
gibberellin,gibberellic_acid
disparity,disproportion
purging,purification
hypocreaceae,mushroom_pimple
variety_show,vaudeville
dictionary,unabridged_dictionary
sporting_dog,wire-haired_pointing_griffon
market_analyst,chartist
calcium_sulphate,gypsum
hyaline,keratohyalin
pitcher_plant,tropical_pitcher_plant
uncheerfulness,gloominess
omnipotence,god's_will
correlation_coefficient,tetrachoric_correlation_coefficient
genetic_science,pharmacogenetics
celebrity,toast
radioactive_decay,beta_decay
in-line_skate,rollerblade
unnaturalness,artificiality
appetizer,crudites
taxis,chemotaxis
strongroom,vault
parallel_bars,uneven_parallel_bars
afghanistani,pashtoon
quantum,quasiparticle
magician,mind_reader
homespun,russet
crux,alpha_and_omega
electric_field,electrostatic_field
false_fruit,quince
maintenance,steam_fitting
thermometer,wet-bulb_thermometer
citrus_tree,citrange
computer_circuit,printed_circuit
rune,thorn
steamboat,showboat
dollar,cartwheel
salad,tabbouleh
lighter-than-air_craft,balloon
bower,grape_arbour
solution,silver_bullet
wolfhound,irish_wolfhound
pyorrhea,pericementoclasia
hr,man_hour
piece_of_work,publication
greenwich_time,coordinated_universal_time
walking_stick,diapheromera_femorata
copyright_infringement,plagiarisation
interviewee,don't-know
bump,sideswipe
mussel,freshwater_clam
metabolism,glycolysis
storage_warehouse,godown
margin,narrow_margin
smoothing_iron,travel_iron
parchisi,parcheesi
calculus,urolith
filing,metal_filing
ferryman,charon
baptism,christening
torsion,moment_of_a_magnet
enclosing,incasement
bee,cornhusking
gnosticism,mandeanism
rotary_motion,winding
distrustfulness,suspicion
energizing,animation
barnacle,goose_barnacle
certification,accreditation
malignancy,malignant_tumor
natural_resin,wood_tar
turn_of_phrase,conceit
transport,teleport
plumpness,buxomness
clew,sign
cutting_tool,tile_cutter
helvella,helvella_sulcata
stone_wall,dry-stone_wall
calendula,scotch_marigold
shroud,futtock_shroud
pulsation,throb
military_uniform,regimentals
erythroderma,flare
lady,begum
trait,rurality
divisor,aliquant
mud_puddle,wallow
instigator,aggressor
day_of_the_week,weekday
disaccharide,maltose
military_quarters,wardroom
alikeness,spitting_image
occultist,enchantress
storage_battery,nickel-iron_battery
duct,air-intake
blue_blood,rani
prickling,pins_and_needles
surveying,triangulation
storekeeper,tobacconist
maltese_monetary_unit,maltese_lira
receptacle,electric_receptacle
daylight_vision,foveal_vision
pollination,cross-pollination
afterpiece,exode
symposiarch,toast_mistress
pack,stow
tabulator,pulse_counter
boiler,teakettle
cruelty,atrocity
bugle_call,tattoo
animateness,sentience
war,take_up_arms
preeminence,king
embrace,cuddle
check-out_procedure,spot_check
incontinence,rakishness
clinic,dispensary
dictum,directive
unmercifulness,relentlessness
mola,sharptail_mola
allotment,rationing
electrical_condenser,trimmer
manufacturer,sericulturist
work_table,drafting_table
little_club_moss,florida_selaginella
seamount,guyot
occupational_group,press_corps
conceptus,morula
unappetizingness,insipidity
skin_cancer,melanoma
bill_of_indictment,true_bill
polyester,dacron
grader,wool_stapler
scar_tissue,adhesion
alphabet,finger_alphabet
refabrication,anastylosis
pack_animal,packhorse
sunshine,good-humoredness
dressmaking,couture
convolution,central_gyrus
underling,second_banana
social_welfare,pogey
reserve,book_up
magnetic_flux,solar_magnetic_field
degenerative_disorder,chorea
brand,rapier
logical_positivism,comtism
fisherman,trawler
rank,come_in
pappus,thistledown
map,plat
circassian,abkhasian
forcing_out,spitting
flowering_cherry,winter_flowering_cherry
scabiosa,scabiosa_arvensis
gumwood,hazelwood
gerbil,meriones_longifrons
whiff,horned_whiff
air_defense,passive_air_defense
penguin,rock_hopper
differential_threshold,just-noticeable_difference
echinoderm_genus,holothuria
watercress,nasturtium_amphibium
rhizopus,bread_mold
accoucheur,perinatologist
fundamental_interaction,weak_interaction
pyralid,cadra_figulilella
sewing,patchwork
nudibranch,hermissenda_crassicornis
library_paste,wafer
neuroglia,oligodendria
dilemma,double_bind
motor_vehicle,truck
charity,soup_kitchen
semiconducting_material,si
impact,slam
faithful,flock
soya_bean,field_soybean
forestry,silviculture
gaelic,manx
varix,varicosity
gossipmongering,scandalmongering
electrical_device,zapper
tibeto-burman,karenic
embassador,ambassadress
snout,proboscis
plater,electroplater
disk_shape,concentricity
cadence,amen_cadence
strain,pedigree
arm_exercise,pull-up
snapper,ocyurus_chrysurus
shears,thinning_shears
force,push_up
commercial_enterprise,venture
pop_group,indie
monition,object_lesson
spender,big_spender
phonetic_alphabet,visible_speech
bugbane,cimicifuga_foetida
holocephalian,chimaera
swing,waver
reddish_orange,tangerine
girdle,pelvis
caution,chariness
radio_detection_and_ranging,weather_radar
floating_mine,magnetic_mine
catholic_church,uniat_church
inconspicuousness,unobtrusiveness
poisonous_plant,oenanthe_aquatica
coneflower,prairie_coneflower
stable,livery_stable
harpsichord,pair_of_virginals
par,tie
recruit,yardbird
suborder_lemuroidea,family_daubentoniidae
sotho,sechuana
indigofera_tinctoria,indigofera_anil
reinforcing_stimulus,negative_reinforcer
cudgel,shillalah
hymenopter,sawfly
chemical_chain,open_chain
dry_masonry,dry-stone_wall
casualty,personnel_casualty
columnist,newspaper_columnist
summer_camp,day_camp
service,valet_parking
coating,chinchilla
reference,url
apsis,tribune
grocery_store,supermarket
fishing_net,dragnet
filipino,cebuan
count,count_down
taste_property,palatability
celerity,promptness
technique,musketry
chemotaxis,positive_chemotaxis
pant,trews
board_game,tit-tat-toe
economics,supply-side_economics
honesty,truthfulness
personnel_casualty,sacrifice
somatosense,feeling_of_movement
deployment,redisposition
limit,cutoff
frock,sundress
defector,walk-in
blitheness,lightsomeness
money_supply,m3
session,tutorial
planographic_printing,lithography
conjuring,evocation
lick,sucker_punch
franchise,right_to_vote
hockey,shinny
antibacterial_drug,gentian_violet
starling,pastor_sturnus
pothook,trammel
monitoring_device,computer_monitor
liberator,emancipator
shawl,sarape
converso,marrano
witness,eyewitness
tubule,trachea
gardener,hedger
septal_defect,ventricular_septal_defect
subordinateness,subservience
possession,liabilities
wealth,money
torpedo_boat,mosquito_craft
command,requisition
stalking,deerstalking
unpermissiveness,sternness
average,fielding_average
partizan,shutterbug
sample,core
apparel,workwear
thoroughbred_race,belmont_stakes
parametric_quantity,degree_of_freedom
gillyflower,brompton_stock
inoculating,variolation
nonsteroidal,des
partition,wall
truthfulness,veracity
handsbreadth,hand
leafnose_bat,orange_horseshoe_bat
porridge,oatmeal
pharmaceutic,radiopharmaceutical
ring,wedding_band
germ_layer,entoderm
smoked_salmon,lox
absorption,malabsorption
personal_matters,dirty_laundry
canal,shipway
reptile_genus,bothrops
equatorial_current,south_equatorial_current
painfulness,mental_anguish
disbelief,atheism
quantity,binomial
deviated_septum,deviated_nasal_septum
light_bread,italian_bread
spiny_lizard,sagebrush_lizard
political_donation,soft_money
acuteness,steel_trap
hydrogen_atom,heavy_hydrogen
archosaur,nothosaur
canonical_hour,complin
moodiness,sullenness
evolution,flowering
noble_metal,platinum
thiobacillus,thiobacteria
turbinal,nasal_concha
applier,spray_gun
demigod,adonis
fault,footfault
lavender,spike_lavender
conic_projection,polyconic_projection
homonym,homophone
crossing_guard,lollipop_woman
mitrewort,five-point_bishop's_cap
goosefoot,chenopodium_vulvaria
rack,spice_rack
rosiness,old_rose
dialog,duologue
pore,lenticel
travel_allowance,mileage
inherited_wealth,old_money
mole,shrew_mole
orderliness,tidiness
graving_dock,floating_dry_dock
fondue,chocolate_fondue
dose,lethal_dose
seizure,recapture
lava,pillow_lava
honeysuckle,european_fly_honeysuckle
circulation,recirculation
public,admass
record_player,nickelodeon
baby's_room,day_nursery
ingredient,admixture
baba,baba_au_rhum
tractor,skidder
positive_feedback,vicious_circle
major_affective_disorder,manic_disorder
drawee,acceptor
locomotion,stroke
anguid_lizard,glass_snake
cod_liver_oil,cod_oil
infringement,patent_infringement
molecular_biology,biotech
baseball_manager,pitching_coach
gramineous_plant,bamboo
pin,tenpin
pocket,side_pocket
pair_of_tweezers,roach_clip
porcupine_provision,scorched-earth_policy
entrenchment,retrenchment
squandering,squandermania
algonquian_language,shawnee
point_of_apoapsis,aposelene
moth,tent-caterpillar_moth
froth,lather
integral,definite_integral
fixture,restoration
teal,garganey
quote,underquote
carotene,beta-carotene
coral_root,early_coral_root
reallocation,reshuffle
loam,chernozemic_soil
muishond,zoril
cuckoo,ani
natural_shape,leaf_form
allegation,bill_of_particulars
lodging,tract_housing
statue,sphinx
correlational_analysis,factor_analysis
cessation,legal_separation
temperature_change,heating
psychotherapist,coue
manta,devil_ray
unit_of_measurement,electrostatic_unit
conservatoire,music_school
duck,duckling
uneducated_person,aliterate_person
princess,princess_royal
joy,overjoy
involuntary_muscle,musculus_sphincter_ani_internus
ceratopsian,psittacosaur
worm,beard_worm
stethoscope,fetoscope
antidiarrheal,lomotil
man_of_affairs,transactor
distributor,retail_chain
solicitation,importunity
rye_bread,swedish_rye
ophthalmic_vein,superior_ophthalmic_vein
photographic_equipment,sensitometer
ankylosaur,edmontonia
evangelicalism,revivalism
change,frost_over
pacing,rubato
general_practitioner,family_doctor
decoding,decompression
expectorator,robitussin
macular_degeneration,amd
hydrochloric_acid,muriatic_acid
territorial,territorial_army
resignation,abdication
calmness,imperturbableness
woolly_bear,woolly_bear_moth
numerosity,multitudinousness
wilt,verticilliosis
theology,natural_theology
carbide,silicon_carbide
kickshaw,marrow
instrumentality,means
imperial_decree,pragmatic_sanction
athletic_competition,tug-of-war
contriver,tactician
mansard_roof,french_roof
plantain,plantago_virginica
dress_uniform,dress_whites
propellor,variable-pitch_propeller
cocoa,criollo
putout,sacrifice
spatial_property,obliqueness
logistic_assistance,inter-service_support
lexical_database,wordnet
contraception,surgical_contraception
circumcision,briss
primary_cell,wet_cell
street_drug,soft_drug
cave,grot
unity,incompleteness
stroke,blow
essential_amino_acid,valine
inquirer,poll_taker
mantle,shower_curtain
encephalopathy,wernicke's_encephalopathy
transactions,hansard
croquet_equipment,croquet_mallet
running_back,halfback
classical_mythology,roman_mythology
court-martial,special_court-martial
driving,motoring
leisure,playtime
quadrille,lancers
druthers,wish
reign,scepter
tomato,beefsteak_tomato
right_to_vote,universal_suffrage
task,shitwork
yellow_spot,tomato_streak
convolvulus,convolvulus_scammonia
queue,push-down_queue
stage,theatre_stage
insanity,flakiness
desk,writing_desk
iq_test,binet-simon_scale
damselfish,sergeant_major
town,market_town
cobra,naja_hannah
stifling,crackdown
permanence,immortality
common_noun,adnoun
chimaera,rabbitfish
ruminant,mouse_deer
announcement,banns
video_digitizing,dithering
norwegian_monetary_unit,norwegian_krone
caracara,polyborus_plancus
footstep,tramp
administrative_unit,russian_agency
publisher,press_lord
gazelle,springbok
sinusitis,pansinusitis
passeriform_bird,tyrannid
daredevil,tearaway
sympathiser,job's_comforter
hexagon,regular_hexagon
shop,turnery
draba,shad-flower
paramilitary_organisation,saddam's_martyrs
smut_fungus,flag_smut_fungus
pasta_sauce,marinara
internal_organ,hindgut
tubular_cavity,throat
marmoset,pygmy_marmoset
carpal,hamate_bone
notepad,scratch_pad
spasm,laryngismus
angelim,cabbage_tree
earth's_crust,crustal_plate
evaporation,smoke
purslane,pussly
alloy_steel,vanadium_steel
narrator,griot
implementation,motorization
hydrophytic_plant,water_speedwell
mahogany_tree,hardtack
library_catalog,card_catalog
synthetic,synthetic_rubber
participle,perfect_participle
imprudence,heedlessness
north_american_nation,central_american_nation
christmas_present,stocking_filler
agricultural_labourer,sharecropper
white_goods,linen
ruler,tudor
pridefulness,self-love
option,lock-up_option
death,sids
arthropod_family,lasiocampidae
velvet_worm,plicatoperipatus_jamaicensis
rate,revalue
crown,crown_of_thorns
stair,corbiestep
paper_fastener,pushpin
outcome,worst
earphone,earplug
thrush,erithacus_svecicus
nonconformity,nonobservance
stimulation,galvanisation
podicipitiform_seabird,grebe
mason,knight_templar
securities_industry,money_market
nasturtium,tropaeolum_peregrinum
editing,correction
abstainer,teetotaller
ultramarine_blue,french_ultramarine_blue
theory_of_inheritance,mendelism
taxonomic_group,phycomycetes_group
reed_instrument,free-reed
group_therapy,family_therapy
yucca,our_lord's_candle
disposal,lending
prong,tine
encyclopaedia,book_of_knowledge
fast_day,minor_fast_day
strangeness,alienism
higher-up,better
musicalness,texture
cucumber,gherkin
trading,insider_trading
logic,formal_logic
complacency,smugness
delay,dampen
beggar_lice,beggarweed
ology,symbology
romanian_monetary_unit,leu
head_tone,falsetto
chimpanzee,bonobo
judicial_doctrine,jus_soli
auditory_communication,utterance
tooth,denticle
saint,buddha
bachelor's_degree,thb
welsh_corgi,cardigan_welsh_corgi
christian_religion,puseyism
italian_monetary_unit,italian_lira
lid,tyrolean
cabinet,united_states_cabinet
banking,home_banking
banger,whizzbang
grub,freeload
writing_implement,sketcher
adherent,arminian
natural_philosophy,statistical_mechanics
gaffer,straw_boss
spinel,pleonaste
business_relation,clientage
tallness,lowness
monitor_lizard,giant_lizard
gastritis,chronic_gastritis
barometer,weatherglass
recommendation,puff
duck_down,eiderdown
power_outage,flame-out
dish,ramekin
open_chain,straight_chain
seed_beetle,acanthoscelides_obtectus
christian,tractarian
gum_arabic,senegal_gum
sailboat,trimaran
equation,exponential_equation
reclusiveness,seclusion
executive_agency,us_trade_representative
sheet,topgallant
right,debug
promiser,vower
espresso,latte
scuttlebutt,dirt
ostomy,ileostomy
individual,head
turki,yakut
anodyne,sodium_salicylate
finger_grass,chloris_gayana
military_post,outpost
naked_mole_rat,queen_mole_rat
aircraft,heavier-than-air_craft
intemperance,gluttony
meteorite,siderite
blocking,parry
shoot,immunize
referral,remit
indication,mph
achillea,sneezewort
action,perform
unwelcome_person,undesirable
unclearness,vagueness
poodle_dog,large_poodle
coffee,coffee_royal
furane,nitrofuran
chess_piece,queen
radish,japanese_radish
inventory,stock-take
hawkweed,mouse-ear_hawkweed
windcheater,ski_jacket
shelter,harbor
quail,california_quail
gorge,gulch
responsibleness,answerableness
dishonesty,trick
bird_genus,genus_oceanites
soft_drug,hasheesh
soapberry_tree,jaboncillo
lucifer,slow_match
immovability,tautness
refinery,sugar_refinery
colloid,silica_gel
olfactory_modality,nose
gasket,o_ring
grape_hyacinth,muscari_comosum
phase_space,dynamical_system
series,exponential_series
engraver,lapidist
adhesive_bandage,elastoplast
automatic_weapon,machine_gun
indirectness,discursiveness
sidereal_time,sidereal_month
information_measure,baud_rate
tunic,tabard
weather_deck,topside
inhumaneness,bestiality
masque,masquerade_ball
mammary_gland,titty
isosmotic_solution,saline
synthetic_rubber,butyl_rubber
colonnade,peristyle
gradable_opposition,polar_opposition
os,windows
incorporation,annexation
demobilization,disarming
blood_sport,cockfighting
birdhouse,columbarium
balcony,first_balcony
troop_transport,troopship
founder,implode
cereal,hot_cereal
manslaughter,chance-medley
natural_family_planning,rhythm_method_of_birth_control
spike_rush,creeping_spike_rush
eriogonum,california_buckwheat
fellowship,freemasonry
abasement,comedown
bed,bed_down
cognoscente,wine_lover
centerpiece,epergne
jump,sky_dive
spinnability,spinnbarkeit
grouse,pedioecetes_phasianellus
upending,overturn
lymph_gland,bubo
broadsword,claymore
dance_music,kwela
equus_hemionus,dziggetai
primogenitor,genitor
randomness,ergodicity
concentration,singleness
paediatrics,neonatology
zircon,hyacinth
side_of_pork,pork_belly
underlay,underfelt
hedgehog,new_world_porcupine
proposer,nominator
flying_phalanger,flying_mouse
ametropia,hypermetropy
child,male_offspring
beetroot,mangel-wurzel
moor-bird,moorcock
malt,wort
galleon,carrack
intelligence_information,military_intelligence
sea_trout,cynoscion_nebulosus
lama,panchen_lama
order_of_the_day,order_paper
teaser,acrostic
snuff,rappee
ornamental,flowering_maple
disorderliness,disarrangement
geology,economic_geology
optical_glass,optical_flint
lacquer,japan
physiological_property,sexlessness
ordination,laying_on_of_hands
nonentity,lightweight
gregorian_calendar,church_calendar
neuroscience,cognitive_neuroscience
hoof,horse's_foot
computer_storage,volatile_storage
tin_opener,church_key
sharpener,strop
seclusion,cocooning
board_of_directors,staggered_board_of_directors
integer,double_digit
tap_house,shebeen
uto-aztecan,zapotecan
selling_price,list_price
the_indies,british_west_indies
fatness,steatopygia
semantic_role,temporal
ictalurus_punctatus,blue_catfish
